Unnamed: 0,de,uk,TRANSLATION,bertscore
251,Bist du eine gute Tänzerin?,Ти добре танцюєш?,Bist du eine gute Tänzerin?,0.9999999403953552
252,Bist du ein Einzelkind?,Ти єдина дитина?,Bist du ein Einzelkind?,1.0
253,Bist du ein guter Tänzer?,Ти добре танцюєш?,Bist du ein guter Tänzer?,1.0
254,Bist du ein Mensch?,Ти людина?,Bist du ein Mensch?,1.0000001192092896
255,Bist du ein Vampir?,Ти вампір?,Bist du ein Vampir?,1.0000001192092896
256,Bist du Engländer?,Ти англієць?,Bist du Engländer?,1.0
257,Bist du enttäuscht?,Ти розчарована?,Bist du enttäuscht?,1.0
258,Bist du es?,Це ти?,Bist ду е?,0.7760159373283386
259,Bist du fertig?,Ти готова?,Bist du fertig?,0.9999998807907104
260,Bist du fertig?,Ти готовий?,Bist du fertig?,0.9999998807907104
261,Bist du gesund?,Ти здорова?,Bist ду gesund?,0.862313985824585
262,Bist du gesund?,Ти здоровий?,Bist ду gesund?,0.862313985824585
263,"Bist du gewarnt, bist du gewappnet.",Попереджений - означає озброєнний.,"Bist ду геwarnt, bist ду gewappnet.",0.848712682723999
264,Bist du heute beschäftigt?,Ти сьогодні зайнятий?,Bist du heute beschäftigt?,0.9999999403953552
265,Bist du heute in die Schule gegangen?,Ти сьогодні ходив до школи?,Bist du heute in die Schule gegangen?,1.0000001192092896
266,Bist du heute in die Schule gegangen?,Ти сьогодні ходила до школи?,Bist du heute in die Schule gegangen?,1.0000001192092896
267,Bist du hier beschäftigt?,Ти тут зайнята?,Bist du hier beschäftigt?,0.9999998807907104
268,Bist du hier beschäftigt?,Ти тут зайнятий?,Bist du hier beschäftigt?,0.9999998807907104
269,Bist du in Australien?,Ти в Австралії?,Bist du in Австраліан?,0.7217298746109009
270,Bist du in Tom verliebt?,Ти закохана у Тома?,Bist du in Tom verliebt?,0.9999999403953552
271,Bist du in Tom verliebt?,Ти закоханий у Тома?,Bist du in Tom verliebt?,0.9999999403953552
272,Bist du Japaner?,Ти японець?,Bist ду Japaner?,0.8364655375480652
273,Bist du jemals in Afrika gewesen?,Ти колись був у Африці?,Bist du jemals in Afrika gewesen?,1.0000001192092896
274,Bist du jemals in Afrika gewesen?,Ти колись була в Африці?,Bist du jemals in Afrika gewesen?,1.0000001192092896
275,Bist du Marys Ehemann?,Ти чоловік Мері?,Bist du Marys Ehemann?,1.0
276,Bist du mit deinen Hausaufgaben fertig?,Ти вже доробив домашнє завдання?,Bist du mit deinen Hausaufgaben fertig?,1.0
277,Bist du mit den Hausaufgaben fertig?,Ти вже доробив домашнє завдання?,Bist du mit den Hausaufgaben fertig?,1.0000001192092896
278,Bist du nervös?,Ти нервуєш?,Bist du nervös?,1.000000238418579
279,Bist du nicht Toms Mutter?,Хіба ти не мама Тома?,Bist du nicht Toms Mutter?,0.9999998807907104
280,Bist du nicht Tom?,Хіба ти не Том?,Bist du nicht Tom?,1.0000001192092896
281,Bist du noch immer müde?,Ти все ще сонний?,Bist du noch immer müde?,1.0
282,Bist du noch verheiratet?,Ти все ще одружена?,Bist du noch verheiratet?,1.0000001192092896
283,Bist du schlechter Laune?,В тебе поганий настрій?,Bist ду schlechter Laune?,0.9454606771469116
284,Bist du schon mal in Indien gewesen?,Ти колись бував у Індії?,Bist du schon mal in Indien gewesen?,1.0000001192092896
285,Bist du sicher?,Ти впевнений?,Bist du sicher?,1.0
286,Bist du stolz auf deinen Vater?,Ти пишаєшся своїм батьком?,Bist du stolz auf deinen Vater?,1.0
287,Bist du traurig?,Тобі сумно?,Bist ду траurig?,0.7659794688224792
288,Bist du übelgelaunt?,В тебе поганий настрій?,Bist du übelgelaunt?,0.9999998211860657
289,Bist du über achtzehn?,Ти старше 18?,Bist du über achtzehn?,1.0
290,Bist du Übersetzer?,Ти перекладач?,Bist du Übersetzer?,1.000000238418579
291,Bist du Vegetarierin?,Ти вегетаріанка?,Bist du Vegetarierin?,0.9999998211860657
292,Bist du verheiratet?,Ти заміжня?,Bist ду verheiratet?,0.8916215896606445
293,Bist du zehn Jahre alt?,Тобі десять років?,Bist du zehn Jahre alt?,1.0
294,Bist du zurückgekommen?,Ти повернувся?,Bist du zurückgekommen?,1.0000001192092896
295,Bitte beantworten Sie diese Frage für mich.,"Будь-ласка, дай мені відповідь на це запитання.",Bitte beantworten Sie diese Frage für mich.,1.0
296,Bitte beeil dich!,"Будь ласка, поквапся!",Bitte beeil dich!,0.9999998807907104
297,Bitte bleiben Sie sitzen.,"Будь ласка, не вставайте.",Bitte bleiben Sie sitzen.,1.0000001192092896
298,Bitte entferne den Kommentar.,"Видалiть коментар, будь-ласка.",Bitte entferne den Kommentar.,1.000000238418579
299,"Bitte entschuldigen Sie, aber ich glaube das ist mein Platz.","Перепрошую, але я думаю, що це моє місце.","Bitte entschuldigen Sie, aber ich glaube das ist mein Platz.",1.0000001192092896
300,Bitte entschuldigen Sie mein Zuspätkommen.,Перепрошую за запізнення.,Bitte entschuldigen Sie mein Zuspätkommen.,1.0
301,Bitte erlauben Sie mir zu gehen.,"Будь ласка, дозвольте мені піти.",Bitte erlauben Sie mir zu gehen.,1.0
302,Bitte komm in drei Tagen.,"Будь ласка, прийди за три дні.",Bitte komm in drei Tagen.,0.9999999403953552
303,"Bitte, mach dir keine Sorgen.","Не турбуйся, будь ласка.","Bitte, mach dir keine Sorgen.",1.0
304,Bitte nehmen Sie Platz!,"Сідайте, будь ласка!",Bitte nehmen Sie Platz!,1.0
305,Bitte nicht im Klassenzimmer rennen.,"Будь-ласка, не бігай у класі.",Bitte nicht im Klassenzimmer rennen.,1.0
306,Bitte öffnen Sie ihre Tasche.,"Відкрийте сумку, будь ласка.",Bitte öffnen Sie ihre Tasche.,1.0000001192092896
307,Bitte öffnen Sie seine Tasche.,"Відкрийте сумку, будь ласка.",Bitte öffnen Sie seine Tasche.,0.9999999403953552
308,Bitte rufen Sie ihn an.,"Зателефонуйте йому, будь ласка.",Bitte rufen Sie ihn an.,0.9999999403953552
309,Bitte schön.,Нема за що.,Bitte schön.,0.9999999403953552
310,Bitte sende es mir per Fax.,"Відправ мені це факсом, будь ласка.",Bitte sende es mir per Fax.,1.0000001192092896
311,Bitte singe ein Lied.,"Заспівай пісню, будь ласка.",Bitte singe ein Lied.,1.0
312,Bitte sprechen Sie langsamer.,"Будь ласка, розмовляйте повільніше.",Bitte sprechen Sie langsamer.,1.0
313,Bitte stehen Sie nicht auf.,"Не вставайте, будь ласка.",Bitte stehen Sie nicht auf.,1.0
314,Bitte steh nicht auf.,"Не вставай, будь ласка.",Bitte steh nicht auf.,0.9999999403953552
315,Bitte steht nicht auf.,"Не вставайте, будь ласка.",Bitte steht nicht auf.,1.0
316,"Bitte Tom, nicht auf mich zu warten!",Попроси Тома не чекати на мене.,"Bitte Tom, nicht auf mich zu warten!",0.9999998807907104
317,"Bitte, trink etwas!",Випийте щось.,"Будьте, тринк etwas!",0.7046300172805786
318,Bitte übersetzen Sie diesen japanischen Text ins Französische.,"Перекладіть цей японський текст на французьку, будь ласка.",Bitte übersetzen Sie diesen japanischen Text ins Französische.,1.0
319,Bitte verbinden Sie mich mit Herrn Smith.,"З'єднайте мене з паном Смітом, будь ласка.",Bitte verbinden Sie mich mit Herrn Smith.,1.0
320,Bitte weine nicht.,"Не плач, будь ласка.",Bitte weine nicht.,0.9999998807907104
321,Bitte zeigen Sie mir diese Fotos.,"Будьте ласкаві, покажіть мені ці фотографії.",Bitte zeigen Sie mir diese Fotos.,1.0
322,Bleibt Tom zum Abendessen?,Том залишиться на вечерю?,Bleibt Tom zum Abendessen?,1.0
323,Blinde glauben nicht an die Liebe auf den ersten Blick.,Сліпі не вірять у кохання з першого погляду.,Blinde glauben nicht an die Liebe auf den ersten Blick.,1.0
324,"Bob aß die Schnecke, dann erbrach er sich.","Боб з'їв равлика, потім виригав.","Боб aß die Schnecke, dann erbrach er sich.",0.9560327529907227
325,Bob hat mir geholfen.,Боб мені допоміг.,Боб Hat mir geholfen.,0.8587985634803772
326,Bob war sehr glücklich.,Боб був дуже щасливий.,Боб war sehr glücklich.,0.876569926738739
327,Boston ist langweilig.,Бостон нудний.,Boston ist langweilig.,1.0
328,Boston verändert sich.,Бостон змінюється.,Boston verändert sich.,1.0
329,Bratislava ist die Hauptstadt der Slowakei.,Братислава - столиця Словаччини.,Bratislava ist die Hauptstadt der Slowakei.,1.0
330,Brauchen Sie einen Krankenwagen?,Вам потрібна швидка допомога?,Brauchen Sie einen Krankenwagen?,1.0000001192092896
331,Brauchen Sie Geld?,Вам потрібні гроші?,Brauchen Sie Geld?,1.0
332,Brauchen wir einen Plan B?,"Ми потребуємо плану ""Б""?",Brauchen wir einen Plan B?,1.0
333,Brauchen wir einen Plan B?,"Нам потрібний план ""Б""?",Brauchen wir einen Plan B?,1.0
334,Brauchst du meine Hilfe noch?,Тобі все ще потрібна моя допомога?,Brauchst ду meine Hilfe noch?,0.953839898109436
335,Brauchst du unsere Hilfe?,Тобі потрібна наша допомога?,Brauchst ду unsere Hilfe?,0.9395282864570618
336,Brauchst du viel Geld?,Тобі потрібно багато грошей?,Brauchst ду viel Geld?,0.9277082085609436
337,Braucht ihr einen Krankenwagen?,Вам потрібна швидка?,Braucht ihr einen Krankenwagen?,1.0000001192092896
338,Braucht ihr einen Krankenwagen?,Вам потрібна швидка допомога?,Braucht ihr einen Krankenwagen?,1.0000001192092896
339,Brian hat einen Lippenstift für Kate gekauft.,Брайан купив для Кейт губну помаду.,Brian hat einen Lippenstift für Kate gekauft.,1.0
340,Brich niemals dein Versprechen!,Ніколи не порушуй своєї обіцянки.,Brich niemals dein Versprechen!,0.9999999403953552
341,Bringen Sie mir etwas kaltes Wasser.,Принесіть мені холодної води.,Bringen Sie mir etwas kaltes Wasser.,0.9999998807907104
342,Bring es mir.,Принеси його мені.,Bring es mir.,1.000000238418579
343,"Bring mir etwas Wasser, aber schnell!","Принеси мені води, швиденько.","Bring mir etwas Wasser, aber schnell!",0.9999998807907104
344,Bronislaw ist 18 Jahre alt.,Броніславу вісімнадцять років.,Bronislaw ist 18 Jahre alt.,0.9999999403953552
345,"Brustschwimmen kann ich, aber Rückenschwimmen nicht.","Я можу плисти на животі, але не на спині.","Brustschwimmen kann ich, aber Rückenschwimmen nicht.",1.0
346,Bulgarien ist ein wunderschönes Land.,Болгарія - прекрасна країна.,Bulgarien ist ein wunderschönes Land.,0.9999999403953552
347,Butter macht man aus Milch.,Масло роблять з молока.,Butter macht man aus Milch.,1.0
348,Butter wird aus Milch gemacht.,Масло роблять з молока.,Butter wird aus Milch gemacht.,0.9999999403953552
349,Carol hat Kopfweh.,У Керол болить голова.,Carol hat Kopfweh.,1.0
350,Caty ist lesbisch.,Кеті лесбіянка.,Caty ist lesbisch.,1.0
351,Champagner wird aus Frankreich importiert.,Шампанське імпортують із Франції.,Champagner wird aus Frankreich importiert.,1.0000001192092896
352,China ist das größste Land Asiens.,Китай - найбільша країна в Азії.,China ist das größste Land Asiens.,1.0
353,China ist das größte Land in Asien.,Китай - найбільша країна в Азії.,China ist das größte Land in Asien.,1.0
354,China ist ein großes Land.,Китай - велика країна.,China ist ein großes Land.,1.0
355,China ist größer als Japan.,"Китай більший, ніж Японія.",China ist größer als Japan.,1.000000238418579
356,Christiano Ronaldo ist ein Fußballspieler.,Кріштіану Роналду - футболіст.,Christiano Ronaldo ist ein Fußballspieler.,0.9999998807907104
357,Christoph Kolumbus entdeckte Amerika im Jahre 1492.,Христофор Колумб відкрив Америку в 1492 році.,Кристоф Колумбс entdeckte Америка im Jahre 1492.,0.7574958205223083
358,"Christoph Kolumbus fand einst den Heiligen Gral, warf ihn aber weg, weil ihm die Farbe nicht gefiel.","Христофор Колумб якось знайшов Святий Грааль, але викинув його, бо йому не сподобався колір.","Christoph Kolumbus fand einst den Heiligen Gral, warf ihn aber weg, weil ihm die Farbe nicht gefiel.",1.0
359,Computer machen die Leute dumm.,Комп'ютери роблять із людей ідіотів.,Computer machen die Leute dumm.,1.0
360,Computer machen Menschen dumm.,Комп'ютери роблять із людей ідіотів.,Computer machen Menschen dumm.,1.000000238418579
361,Coolidge hat die Wahl im Jahre 1924 spielend gewonnen.,Кулідж легко переміг на виборах у 1924 році.,Coolidge hat die Wahl im Jahre 1924 spielend виграний.,0.8993025422096252
362,Cristiano Ronaldo ist ein Fußballspieler.,Кріштіану Роналду - футболіст.,Cristiano Ronaldo ist ein Fußballspieler.,0.9999998807907104
363,Cristiano Ronaldo ist Fußballer.,Кріштіану Роналду - футболіст.,Cristiano Ronaldo ist Fußballer.,1.0000001192092896
364,"Da du gekocht hast, kümmere ich mich um den Abwasch.","Оскільки ти готувала, я помию посуд.","Da du gekocht hast, kümmere ich mich um den Abwasch.",1.0000001192092896
365,Da fehlt eine Seite.,Не вистачає сторінки.,Da fehlt eine Seite.,1.000000238418579
366,Dafür bin ich zu alt.,Я для цього занадто стара.,Dafür bin ich zu alt.,1.0000001192092896
367,Da hängt ein Schatten über mir.,Наді мною нависла тінь.,Da hängt ein Schatten über mir.,1.0000001192092896
368,Da ist eine Katze auf dem Stuhl.,На стільці є кіт.,Da ist eine Katze auf dem Stuhl.,0.9999999403953552
369,Da ist eine weiße Taube auf dem Dach.,На даху сидить білий голуб.,Da ist eine weiße Taube auf dem Dach.,1.0
370,Da ist ein Hund an der Tür.,Біля дверей стоїть пес.,Da ist ein Hund an der Tür.,1.0
371,Damals waren wir jünger.,Тоді ми були молодші.,Damals waren wir jünger.,0.9999999403953552
372,Damals war Mary Toms Freundin.,Мері тоді була дівчиною Тома.,Damals war Mary Toms Freundin.,1.0
373,Damals war Tom mein einziger Freund.,На той час Том був моїм єдиним другом.,Damals war Tom mein einziger Freund.,1.000000238418579
374,Damit hat Tom nicht gerechnet.,Том цього не очікував.,Damit hat Tom nicht gerechnet.,1.0
375,Daniela hat mich zu Hause angerufen.,Даніела зателефонувала мені додому.,Daniela hat mich zu Hause angerufen.,1.0
376,Dank dir habe ich meinen Appetit verloren.,Через тебе я втратив апетит.,Dank dir habe ich meinen Appetit verloren.,1.0000001192092896
377,„Danke!“ – „Bitte!“,"Дякую. - ""Прошу"".",Danke! Bitte!,0.8552637696266174
378,"Danke, das ist alles.","Дякую, це все.","Danke, das ist alles.",0.9999999403953552
379,"Danke, dass Sie mich eingeladen haben.","Дякую, що запросили мене!","Danke, dass Sie mich eingeladen haben.",0.9999998807907104
380,Danke für das Kompliment!,Дякую за комплімент.,Danke für das Kompliment!,1.0
381,Danke für das wunderbare Essen.,Дякую за чудову їжу.,Danke für das wunderbare Essen.,0.9999999403953552
382,Danke für deine Antwort.,Дякую за відповідь.,Danke für deine Antwort.,1.0
383,Danke für deine Erklärung.,Дякую за пояснення.,Danke für deine Erklärung.,0.9999999403953552
384,Danke für deine freundlichen Worte!,Дякую за добрі слова.,Danke für deine freundlichen Worte!,0.9999998211860657
385,Danke für deine Geduld!,Дякую тобі за терпіння.,Danke für deine Geduld!,1.0
386,Danke für dein Geschenk.,Дякую тобі за подарунок.,Danke für dein Geschenk.,1.0000001192092896
387,Danke für die Blumen!,Дякую за квіти.,Danke für die Blumen!,1.0000001192092896
388,"Danke für die Hilfe. ""Keine Ursache.""",«Дякую за допомогу.» «Нема за що.»,"Danke für die Hilfe. ""Keine Ursache.""",1.0
389,Danke für die Pizza!,Дякуємо за піцу.,Danke für die Pizza!,0.9999999403953552
390,Danke für die Praline. Sie war köstlich.,Дякую за шоколад. Він був смачним.,Danke für die Praline. Sie war köstlich.,1.0
391,Danke für Ihre freundlichen Worte!,Дякую за добрі слова.,Danke für Ihre freundlichen Worte!,1.0
392,Danke für Ihre Geduld.,Дякуємо вам за терпіння.,Danke für Ihre Geduld.,1.0
393,Danke fürs Schreiben.,"Дякую за те, що написали.",Danke fürs Schreiben.,1.0
394,„Danke!“ – „Keine Ursache!“,"Дякую. - ""Прошу"".",Danke! Keine Ursache!,0.9007875919342041
395,„Danke!“ – „Keine Ursache!“,"Спасибі. - ""Нема за що"".",Danke! Keine Ursache!,0.9007875919342041
396,„Danke!“ – „Nichts zu danken!“,"Спасибі. - ""Нема за що"".",Danke! Nichts zu danken!,0.9008297920227051
397,Danke schön.,Щиро дякую!,Danke schön.,0.9999997615814209
398,Danke trotzdem.,"У будь якому разі, дякую.",Danke trotzdem.,1.0000001192092896
399,Danke!,Дякуємо!,Danke!,1.0
400,Danke!,Дякую!,Danke!,1.0
401,Danke.,Дякую!,Danke.,1.0
402,Danke.,Дякую.,Danke.,1.0
403,Dank seiner Mutter wurde er berühmt.,Він став відомим завдяки матері.,Dank seiner Mutter wurde er berühmt.,1.0
404,Dann eilte sie nach Hause.,А потім вона поквапилася додому.,Dann eilte sie nach Hause.,1.0000001192092896
405,Dann fangen wir an.,"Ну, тоді розпочнімо.",Dann fangen wir an.,0.9999998807907104
406,Dann haben wir ein Problem...,Тоді ми маємо проблему...,Dann haben wir ein Problem...,1.0
407,Dann komme ich später wieder.,Тоді я повернуся пізніше.,Dann komme ich später wieder.,1.0
408,Dann komme ich später wieder.,Тоді я прийду пізніше.,Dann komme ich später wieder.,1.0
409,Dann legte er sich auf das gleiche Bett.,Він тоді лежав на тому ж ліжку.,Dann legte er sich auf das gleiche Bett.,1.0000001192092896
410,Dann zögern Sie nicht.,Тож не вагайтеся.,Dann zögern Sie nicht.,0.9999999403953552
411,Danzig ist die größte Stadt im Norden Polens.,Гданськ - найбільше місто на півночі Польщі.,Danzig ist die größte Stadt im Norden Polens.,0.9999999403953552
412,Darf ich deinen Kuli benutzen?,Можна скористатися твоєю ручкою?,Darf ich deinen Kuli benutzen?,1.0
413,Darf ich den Fernseher ausschalten?,Можна мені вимкнути телевізор?,Darf ich den Fernseher ausschalten?,0.9999998807907104
414,Darf ich den Fernseher ausschalten?,Можна я вимкну телевізор?,Darf ich den Fernseher ausschalten?,0.9999998807907104
415,Darf ich dich Tom nennen?,Можна я буду називати тебе Томом?,Darf ich dich Tom nennen?,1.0
416,Darf ich dich unterbrechen?,Можна тебе перебити?,Darf ich dich unterbrechen?,1.0
417,Darf ich dir jetzt etwas zu trinken anbieten?,Я можу тобі запропонувати щось зараз випити?,Darf ich dir jetzt etwas zu trinken anbieten?,1.0
418,Darf ich es noch einmal machen?,Можу я це зробити ще раз?,Darf ich es noch einmal machen?,1.0
419,Darf ich etwas sagen?,Можна мені щось сказати?,Darf ich etwas sagen?,1.0
420,Darf ich euer Telefon benutzen?,Можна мені скористатися вашим телефоном?,Darf ich euer Telefon benutzen?,0.9999999403953552
421,"Darf ich fragen, wie alt du bist?","Можна мені запитати, скільки тобі років?","Darf ich fragen, wie alt du bist?",1.0
422,"Darf ich fragen, wie alt du bist?","Можна поцікавитися, скільки тобі років?","Darf ich fragen, wie alt du bist?",1.0
423,"Darf ich fragen, wie alt Sie sind?","Можу я запитати, скільки вам років?","Darf ich fragen, wie alt Sie sind?",1.0000001192092896
424,Darf ich hier rauchen?,Чи можу я тут курити?,Darf ich hier rauchen?,1.0
425,"Darf ich Ihnen helfen, gnädige Frau?","Чи можу вам чимось допомогти, пані?","Darf ich Ihnen helfen, gnädige Frau?",0.9999998807907104
426,Darf ich mal deinen Bart anfassen?,Можна мені доторктнутися до твоєї бороди?,Darf ich mal deinen Bart anfassen?,0.9999999403953552
427,Darf ich mich neben euch setzen?,Можна сісти поруч із вами?,Darf ich mich neben euch setzen?,0.9999999403953552
428,Darf ich mich vorstellen? Mein Name ist Tom Frisch.,Можна представитися? Мене звуть Том Фріш.,Darf ich mich vorstellen? Mein Name ist Tom Frisch.,1.0000001192092896
429,Darf ich mich vorstellen?,Можна мені представитися?,Darf ich mich vorstellen?,0.9999999403953552
430,Darf ich mit ihr sprechen?,Чи можу я поговорити з нею?,Darf ich mit ihr sprechen?,1.0000001192092896
431,Darf ich nach Hause gehen?,Можна мені піти додому?,Darf ich nach Hause gehen?,1.0
432,Darf ich Sie unterbrechen?,Можна вас перебити?,Darf ich Sie unterbrechen?,0.9999999403953552
433,Darum musst du dir keine Sorgen machen.,Тобі не треба хвилюватися за це.,Darum musst ду dir keine Sorgen machen.,0.9460004568099976
434,Darum sind wir hier.,Ось чому ми тут.,Darum sind wir hier.,0.9999999403953552
435,Darum werde ich mich morgen kümmern.,Я займуся цим завтра.,Darum werde ich mich morgen kümmern.,1.0
436,Darwin hat alles verändert.,Дарвін все змінив.,Darwin hat alles verändert.,1.0000001192092896
437,"Das Adjektiv endet auf ""a"".","Прикментник закінчується на ""а"".","Das Adjektiv endet auf ""a"".",1.0000001192092896
438,Das also ist Tatoeba.,"Отже, це Татоеба.",Das also ist Tatoeba.,0.9999999403953552
439,Das ängstigt mich überhaupt nicht.,Я ані трохи цього не боюся.,Das ängstigt mich überhaupt nicht.,1.0
440,Das Apartment war mit Möbeln im viktorianischen Stil eingerichtet.,Квартира була мебльована у вікторіанському стилі.,Das Apartment war mit Möbeln im viktorianischen Stil eingerichtet.,0.9999998807907104
441,Das Auto blieb im Schlamm stecken.,Машина застрягла в багні.,Das Auto blieb im Schlamm stecken.,0.9999999403953552
442,Das Auto fuhr gegen einen Telegrafenmast.,Автівка зіткнулась із телеграфним стовпом.,Das Auto fuhr gegen einen Telegrafenmast.,1.0000001192092896
443,Das Auto ist gelb.,Машина жовта.,Das Auto ist gelb.,0.9999998807907104
444,Das Auto ist in der Garage.,Машина в гаражі.,Das Auto ist in der Garage.,1.0
445,Das Auto springt nicht an.,Автомобіль не заводиться.,Das Auto springt nicht an.,1.0
446,Das Auto stieß mit dem LKW zusammen.,Автомобіль врізався у вантажівку.,Das Auto stieß mit dem LKW zusammen.,0.9999998807907104
447,Das Baby läuft noch nicht.,Дитина ще не ходить.,Das Baby läuft noch nicht.,1.0
448,Das Baby schläft gerade.,Немовля спить.,Das Baby schläft gerade.,1.0
449,Das Baby schlief in der Wiege ein.,Дитина заснула в колисці.,Das Baby schlief in der Wiege ein.,1.0
450,Das Baby sucht seine Mutter.,Дитя шукає маму.,Das Baby sucht seine Mutter.,1.0
451,Das Baseballspiel endete unentschieden.,Бейсбольний матч закінчився з нічийним результатом.,Das Baseballspiel endete unentschieden.,1.0
452,Das beste Buch über das Leben ist das Leben selbst.,Найкраща книжка про життя - власне життя.,Das beste Buch über das Leben ist das Leben selbst.,1.0
453,Das Bett kostet 120 Euro!,Ліжко коштує 120 євро!,Das Bett kostet 120 Євро!,0.8589012622833252
454,Das beweist meine Theorie.,Це доводить мою теорію.,Das beweist meine Theorie.,0.9999999403953552
455,Das Bier ist sehr kalt.,Пиво дуже холодне.,Das Bier ist sehr kalt.,1.0
456,Das Bild erinnerte mich an Schottland.,Картина нагадувала менi Шотландiю.,Das Bild erinnerte mich an Schottland.,1.0
457,"Das brauchst du mir nicht zu sagen, du Idiot.","Можеш не говорити мені цього, ідіоте.","Das brauchst du mir nicht zu sagen, ду Idiot.",0.952124834060669
458,Das Brot ist frisch.,Хліб свіжий.,Das Brot ist frisch.,1.0000001192092896
459,Das Buch enthält viele Abbildungen.,Ця книжка має багато малюнків.,Das Buch enthält viele Abbildungen.,0.9999999403953552
460,"Das Bücherlesen hörte auf, das Privileg einer Minderheit zu sein.",Читання книжок більше не є привілеєм меншості.,"Das Bücherlesen hörte auf, das Privileg einer Minderheit zu sein.",1.0
461,Das Buch handelt von Sternen.,Ця книжка про зірки.,Das Buch handelt von Sternen.,0.9999999403953552
462,Das Buch hat mir gefallen.,Мені сподобалася ця книжка.,Das Buch hat mir gefallen.,1.0
463,Das Buch ist alt.,Книжка стара.,Das Buch ist alt.,1.0000001192092896
464,Das Buch ist geeignet für deine Bedürfnisse.,Ця книга відповідає твоїм потребам.,Das Buch ist geeignet für deine Bedürfnisse.,1.0
465,Das Buch ist geeignet für Ihre Bedürfnisse.,Ця книга не відповідає Вашим потребам.,Das Buch ist geeignet für Ihre Bedürfnisse.,1.0
466,Das Buch ist gelb.,Книжка жовта.,Das Buch ist gelb.,1.0
467,Das Buch ist neu.,Ця книжка нова.,Das Buch ist neu.,1.0
468,Das Buch ist orange.,Книжка помаранчева.,Das Buch ist orange.,1.0000001192092896
469,Das Buch ist weiß.,Книга біла.,Das Buch ist weiß.,1.0000001192092896
470,Das Ei ist ein universelles Symbol des Lebens und der Wiedergeburt.,Яйце - це універсальний символ життя та відродження.,Das Ei ist ein universelles Symbol des Lebens und der Wiedergeburt.,1.0
471,Das Eis ist geschmolzen.,Крига розтанула.,Das Eis ist geschmolzen.,1.0
472,Das Eis schmolz.,Крига розтанула.,Das Eis schmolz.,1.0
473,Das Ende ist nahe.,Кінець вже близько.,Das Ende ist nahe.,1.0
474,Das ergibt keinen Sinn.,Це не має сенсу.,Das ergibt keinen Sinn.,1.0
475,Das erraten Sie nie!,Цього ти ніколи не вгадаєш!,Das erraten Sie nie!,1.0
476,Das erwies sich als richtig.,Це виявилося правдою.,Das erwies sich als richtig.,0.9999999403953552
477,"Das Esperanto-Alphabet enthält achtundzwanzig Buchstaben: a, b, c, ĉ, d, e, f, g, ĝ, h, ĥ, i, j, ĵ, k, l, m, n, o, p, r, s, ŝ, t, u, ŭ, v, z.","Алфавіт есперанто має 28 літер: a, b, c, ĉ, d, e, f, g, ĝ, h, ĥ, i, j, ĵ, k, l, m, n, o, p, r, s, ŝ, t, u, ŭ, v, z.","Das Esperanto-Alphabet enthält achtundzwanzig Buchstaben: a, b, c, t, d, e, f, g, yt, h, ĥ, i, j, m, n, o, p, r, s, t, u, ŭ, v, z.",0.9898767471313477
478,Das esse ich nicht.,Я цього не буду їсти.,Das esse ich nicht.,1.0
479,Das Experiment scheiterte.,Експеримент закінчився невдало.,Das Experiment scheiterte.,1.0
480,Das Fahrrad gehört mir.,Цей велосипед належить мені.,Das Fahrrad gehört mir.,1.0000001192092896
481,Das Fahrrad ist meins.,Цей велосипед належить мені.,Das Fahrrad ist meins.,1.0
482,Das Feld ist mit Schnee bedeckt.,Поле вкрите снігом.,Das Feld ist mit Schnee bedeckt.,1.0000001192092896
483,Das Fenster ist offen.,Вікно відкрите.,Das Fenster ist offen.,1.0000001192092896
484,Das Fenster öffnete sich.,Вікно відчинилося.,Das Fenster öffnete sich.,1.0
485,Das Fernsehen zerstört das Familienleben.,Телевізор руйнує родинне життя.,Das Fernsehen zerstört das Familienleben.,0.9999999403953552
486,Das Fest ist zu Ende.,Вечірка закінчилася.,Das Fest ist zu Ende.,1.0
487,Das Fest ist zu Ende.,Вечірка скінчилася.,Das Fest ist zu Ende.,1.0
488,Das Festival war alles andere als öde.,Фестиваль був далеко не нудним.,Das Festival war alles andere als öde.,1.0
489,Das Fleisch ist roh.,М'ясо сире.,Das Fleisch ist roh.,1.0000001192092896
490,Das Fleisch ist zäh.,М'ясо жорстке.,Das Fleisch ist zäh.,1.0000001192092896
491,Das Fleisch schmeckt schlecht.,М'ясо погано смакує.,Das Fleisch schmeckt schlecht.,1.0
492,Das Flugzeug flog über den Wolken.,Літак летів над хмарами.,Das Flugzeug flog über den Wolken.,1.0000001192092896
493,Das Flugzeug ist abgestürzt.,Літак розбився.,Das Flugzeug ist abgestürzt.,1.0
494,Das Flugzeug wird in einer Stunde abheben.,Літак злетить за годину.,Das Flugzeug wird in einer Stunde abheben.,1.0000001192092896
495,Das frisch getraute Paar ging Hand in Hand.,"Молоді йшли, узявшись за руки.",Das frisch getraute Paar ging Hand in Hand.,0.9999999403953552
496,Das Frühstück ist bereitet.,Сніданок готовий.,Das Frühstück ist bereitet.,0.9999999403953552
497,Das Frühstück war sehr gut.,Сніданок був дуже смачний.,Das Frühstück war sehr gut.,1.0
498,Das funktioniert nie.,Це ніколи не запрацює.,Das funktioniert nie.,1.0
499,Das funktioniert nie.,Це ніколи не спрацює.,Das funktioniert nie.,1.0
